company,dividend_date,dividend_per_share,share_price_on_dividend_date
BEML,2020-03-19,2.5,407.37
BEML,2020-09-17,3.5,521.85
BEML,2021-02-17,4.8,802.43
BEML,2021-09-16,1.2,1197.4
BEML,2022-03-29,5.0,1351.7
BEML,2022-09-15,5.0,1499.6
BEML,2023-02-24,5.0,1339.21
BEML,2023-09-20,5.0,2312.11
BEML,2024-02-16,5.0,3110.59
BEML,2024-09-13,15.5,3901.18
BEML,2025-02-14,5.0,2747.64
BEML,2025-05-15,15.0,3393.0
BERGEPAINT,2016-02-17,0.39,135.25
BERGEPAINT,2016-07-26,0.83,188.31
BERGEPAINT,2017-07-27,1.46,200.52
BERGEPAINT,2018-07-26,1.5,256.9
BERGEPAINT,2019-07-26,1.58,267.12
BERGEPAINT,2020-03-02,1.58,455.24
BERGEPAINT,2020-09-17,0.25,472.64
BERGEPAINT,2021-08-18,2.33,667.73
BERGEPAINT,2022-08-18,2.58,582.86
BERGEPAINT,2023-08-04,2.67,583.47
BERGEPAINT,2024-08-05,3.5,544.35
BHARATFORG,2016-02-17,1.5,365.41
BHARATFORG,2016-03-18,2.0,397.09
BHARATFORG,2016-07-25,0.25,349.11
BHARATFORG,2017-02-16,1.25,507.21
BHARATFORG,2017-07-28,2.5,542.43
BHARATFORG,2017-11-16,2.0,659.6
BHARATFORG,2018-07-27,2.5,598.56
BHARATFORG,2018-11-15,2.5,562.1
BHARATFORG,2019-08-01,2.5,402.85
BHARATFORG,2019-11-20,1.5,440.78
BHARATFORG,2020-03-03,2.0,428.83
BHARATFORG,2021-07-15,2.0,784.67
BHARATFORG,2021-11-25,1.5,713.33
BHARATFORG,2022-07-14,5.5,645.42
BHARATFORG,2022-11-24,1.5,827.55
BHARATFORG,2023-07-07,5.5,832.02
BHARATFORG,2024-02-23,2.5,1119.89
BHARATFORG,2024-07-05,6.5,1660.68
BHARATFORG,2025-02-18,2.5,1071.97
BHARATFORG,2025-07-04,6.0,1314.5
BHARTIARTL,2015-08-13,2.0,328.49
BHARTIARTL,2016-08-11,1.23,296.84
BHARTIARTL,2017-07-13,0.9,346.39
BHARTIARTL,2018-01-30,2.56,381.02
BHARTIARTL,2018-08-02,2.25,324.67
BHARTIARTL,2018-11-05,2.25,266.12
BHARTIARTL,2020-08-06,1.96,532.73
BHARTIARTL,2022-08-01,3.0,681.74
BHARTIARTL,2023-08-11,4.0,858.55
BHARTIARTL,2024-08-07,8.0,1429.8
BHARTIARTL,2025-07-18,16.0,1901.0
BHARTIHEXA,2024-08-16,4.0,1141.71
BHARTIHEXA,2025-07-25,10.0,1779.0
BHEL,2015-09-14,0.41,130.54
BHEL,2016-09-14,0.27,89.83
BHEL,2017-02-14,0.53,97.12
BHEL,2017-08-23,0.52,79.19
BHEL,2018-02-15,0.8,88.87
BHEL,2018-09-11,1.02,73.36
BHEL,2019-02-12,0.8,59.56
BHEL,2019-09-11,1.2,51.26
BHEL,2022-09-15,0.4,61.27
BHEL,2023-08-11,0.4,102.75
BHEL,2024-08-09,0.25,301.57
BHEL,2025-08-01,0.5,231.6
BIKAJI,2023-06-08,0.75,388.71
BIKAJI,2024-06-14,1.0,725.55
BIOCON,2016-03-17,0.83,76.09
BIOCON,2017-07-20,0.5,198.55
BIOCON,2018-07-19,0.5,282.63
BIOCON,2019-07-18,0.5,260.4
BIOCON,2022-06-30,0.5,305.78
BIOCON,2023-07-07,1.5,253.26
BIOCON,2024-07-05,0.5,369.71
BIOCON,2025-07-04,0.5,380.05
BLS,2016-11-23,0.01,40.04
BLS,2017-09-12,0.08,56.95
BLS,2018-09-11,0.12,39.13
BLS,2019-09-18,0.25,20.43
BLS,2020-02-13,0.12,17.25
BLS,2020-09-11,0.12,26.33
BLS,2021-02-11,0.06,25.94
BLS,2021-09-16,0.06,73.4
BLS,2022-02-11,0.25,58.41
BLS,2022-09-13,0.12,144.93
BLS,2023-02-17,0.5,168.48
BLS,2023-09-14,0.25,283.95
BLS,2024-02-23,0.5,372.63
BLS,2024-09-05,0.5,454.95
BLUEDART,2016-07-19,25.0,5813.07
BLUEDART,2017-07-18,15.0,4479.83
BLUEDART,2018-07-20,12.5,3459.58
BLUEDART,2019-07-22,12.5,2346.52
BLUEDART,2021-07-20,15.0,5527.97
BLUEDART,2022-02-08,25.0,6427.19
BLUEDART,2022-07-18,35.0,8228.23
BLUEDART,2023-07-19,30.0,7287.28
BLUEDART,2024-07-12,25.0,8469.1
BLUESTARCO,2016-03-22,3.25,171.63
BLUESTARCO,2017-07-26,3.75,325.22
BLUESTARCO,2018-07-26,4.25,317.41
BLUESTARCO,2019-08-01,5.0,320.5
BLUESTARCO,2020-03-19,5.0,282.3
BLUESTARCO,2021-07-22,2.0,415.73
BLUESTARCO,2022-07-21,5.0,491.7
BLUESTARCO,2023-07-21,6.0,783.32
BLUESTARCO,2024-07-19,7.0,1632.21
BLUESTARCO,2025-07-18,9.0,1845.3
BOSCHLTD,2015-08-20,85.0,22512.32
BOSCHLTD,2016-06-09,85.0,19847.92
BOSCHLTD,2017-02-16,75.0,19939.36
BOSCHLTD,2017-06-08,90.0,21865.44
BOSCHLTD,2018-06-07,100.0,17165.76
BOSCHLTD,2019-08-14,105.0,12423.08
BOSCHLTD,2020-08-03,105.0,11983.19
BOSCHLTD,2021-07-12,115.0,14363.07
BOSCHLTD,2022-07-14,110.0,15210.3
BOSCHLTD,2023-02-22,200.0,17588.53
BOSCHLTD,2023-07-14,280.0,18424.5
BOSCHLTD,2024-02-23,205.0,27766.27
BOSCHLTD,2024-07-19,170.0,33617.03
BOSCHLTD,2025-07-29,512.0,39915.0
BPCL,2015-08-28,3.75,88.03
BPCL,2016-02-02,2.08,88.19
BPCL,2016-03-03,0.58,82.3
BPCL,2016-06-06,2.5,105.14
BPCL,2017-02-28,6.5,145.73
BPCL,2017-06-08,0.33,153.95
BPCL,2018-02-22,7.0,144.15
BPCL,2018-08-31,3.5,124.51
BPCL,2019-02-21,5.5,119.14
BPCL,2019-08-21,4.0,119.26
BPCL,2020-03-23,8.25,103.36
BPCL,2021-02-17,8.0,164.28
BPCL,2021-03-25,2.5,169.14
BPCL,2021-09-16,11.5,185.99
BPCL,2021-11-11,2.5,182.27
BPCL,2022-02-10,2.5,160.56
BPCL,2022-08-19,3.0,149.51
BPCL,2023-08-11,2.0,159.8
BPCL,2023-12-12,10.5,209.47
BPCL,2024-08-09,10.5,322.09
BPCL,2025-01-29,5.0,253.19
BPCL,2025-07-31,5.0,329.3
BRIGADE,2015-09-15,1.33,86.96
BRIGADE,2016-03-22,1.33,89.49
BRIGADE,2017-09-13,1.33,173.0
BRIGADE,2018-08-02,1.33,125.12
BRIGADE,2019-07-26,1.33,177.96
BRIGADE,2020-03-23,1.0,123.14
BRIGADE,2021-08-02,1.2,331.54
BRIGADE,2022-07-25,1.5,485.81
BRIGADE,2023-07-31,2.0,590.77
BRIGADE,2024-07-30,2.0,1275.6
BRITANNIA,2016-07-29,10.0,1290.56
BRITANNIA,2017-07-28,11.0,1728.33
BRITANNIA,2018-07-27,12.5,2835.84
BRITANNIA,2019-08-01,15.0,2323.64
BRITANNIA,2020-04-29,35.0,2851.53
BRITANNIA,2020-08-26,83.0,3534.23
BRITANNIA,2021-04-08,62.0,3580.99
BRITANNIA,2021-05-25,12.5,3239.02
BRITANNIA,2022-06-20,56.5,3236.55
BRITANNIA,2023-04-13,72.0,4154.96
BRITANNIA,2024-08-05,73.5,5624.19
BSE,2017-02-22,0.56,87.55
BSE,2017-08-24,2.56,91.8
BSE,2018-02-15,0.56,75.27
BSE,2018-07-25,3.44,78.23
BSE,2018-12-11,0.56,58.65
BSE,2019-06-27,2.78,61.59
BSE,2020-07-22,1.89,52.91
BSE,2021-08-05,2.33,130.6
BSE,2022-06-23,4.5,191.61
BSE,2023-08-04,4.0,284.82
BSE,2024-06-14,5.0,917.37
BSE,2025-05-14,6.0,2449.0
BSOFT,2015-08-11,1.1,63.35
BSOFT,2016-04-06,1.1,78.91
BSOFT,2016-08-11,1.1,67.35
BSOFT,2017-08-10,2.2,60.0
BSOFT,2018-08-20,2.4,161.84
BSOFT,2019-07-30,2.0,69.0
BSOFT,2020-02-07,1.0,84.87
BSOFT,2020-08-13,1.0,137.63
BSOFT,2020-11-12,1.0,167.33
BSOFT,2021-07-15,2.5,399.0
BSOFT,2021-11-02,1.5,389.66
BSOFT,2022-07-14,3.0,305.9
BSOFT,2022-11-01,1.5,269.43
BSOFT,2023-07-14,2.0,369.85
BSOFT,2023-11-08,4.0,570.37
BSOFT,2024-07-12,4.0,722.42
BSOFT,2024-10-31,2.5,545.01
BSOFT,2025-07-18,4.0,419.75
CAMPUS,2025-02-17,0.7,282.9
CAMS,2020-11-19,6.75,1284.5
CAMS,2021-02-17,7.6,1775.29
CAMS,2021-07-28,11.84,2981.35
CAMS,2021-08-27,6.5,3237.84
CAMS,2021-11-23,9.5,2895.91
CAMS,2022-02-17,10.75,2367.65
CAMS,2022-06-23,12.0,2213.43
CAMS,2022-08-12,6.75,2272.98
CAMS,2022-11-16,8.5,2260.91
CAMS,2023-02-15,10.5,2210.23
CAMS,2023-08-14,20.0,2388.85
CAMS,2023-11-17,10.0,2766.98
CAMS,2024-02-16,12.0,2834.54
CAMS,2024-07-08,16.5,3706.34
CAMS,2024-08-12,11.0,4208.09
CAMS,2024-11-08,14.5,4630.11
CAMS,2025-02-07,17.5,3646.19
CAMS,2025-07-15,19.0,4248.4
CANBK,2017-07-12,0.2,62.86
CANBK,2022-06-15,1.3,34.05
CANBK,2023-06-14,2.4,57.23
CANBK,2024-06-14,3.22,116.63
CANBK,2025-06-13,4.0,111.46
CANFINHOME,2016-07-05,2.0,224.96
CANFINHOME,2017-06-14,2.0,581.61
CANFINHOME,2018-06-13,2.0,344.53
CANFINHOME,2019-07-09,2.0,351.09
CANFINHOME,2020-08-18,2.0,359.52
CANFINHOME,2021-08-18,2.0,499.17
CANFINHOME,2021-12-23,1.5,539.48
CANFINHOME,2022-08-18,1.5,606.97
CANFINHOME,2022-12-08,1.5,542.94
CANFINHOME,2023-06-30,2.0,760.56
CANFINHOME,2023-12-29,2.0,762.82
CANFINHOME,2024-07-18,4.0,864.27
CANFINHOME,2024-12-04,6.0,837.82
CANFINHOME,2025-07-11,6.0,794.3
CAPLIPOINT,2015-10-29,1.0,252.48
CAPLIPOINT,2016-02-15,0.5,191.15
CAPLIPOINT,2016-09-01,0.7,228.78
CAPLIPOINT,2017-09-07,1.5,623.72
CAPLIPOINT,2018-09-18,2.0,479.06
CAPLIPOINT,2019-09-04,2.2,407.63
CAPLIPOINT,2020-03-12,2.1,274.43
CAPLIPOINT,2020-09-21,0.4,556.09
CAPLIPOINT,2021-05-18,1.5,614.9
CAPLIPOINT,2021-09-20,1.5,852.35
CAPLIPOINT,2022-05-23,2.0,736.77
CAPLIPOINT,2022-09-21,2.0,712.53
CAPLIPOINT,2023-06-09,2.0,794.38
CAPLIPOINT,2023-09-14,2.5,1027.25
CAPLIPOINT,2024-05-31,2.5,1286.85
CAPLIPOINT,2024-09-23,2.5,1901.11
CAPLIPOINT,2025-05-30,3.0,2152.6
CARBORUNIV,2016-02-16,1.0,158.35
CARBORUNIV,2016-03-17,0.5,165.76
CARBORUNIV,2017-02-14,1.0,250.62
CARBORUNIV,2017-07-20,0.75,335.75
CARBORUNIV,2018-02-23,1.0,342.9
CARBORUNIV,2018-07-25,1.25,344.48
CARBORUNIV,2019-02-12,1.5,330.05
CARBORUNIV,2019-07-22,1.25,324.47
CARBORUNIV,2020-03-04,2.75,311.2
CARBORUNIV,2021-02-11,1.5,512.08
CARBORUNIV,2021-07-22,1.5,634.52
CARBORUNIV,2022-02-21,1.5,854.05
CARBORUNIV,2022-07-21,2.0,779.73
CARBORUNIV,2023-02-10,1.5,1003.12
CARBORUNIV,2023-07-25,2.0,1174.48
CARBORUNIV,2024-02-12,1.5,1144.02
CARBORUNIV,2024-07-22,2.5,1679.46
CARBORUNIV,2025-02-18,1.5,909.51
CARBORUNIV,2025-07-31,2.5,930.6
CASTROLIND,2016-04-27,2.5,137.22
CASTROLIND,2016-08-05,2.25,150.11
CASTROLIND,2017-05-22,2.25,152.85
CASTROLIND,2017-09-05,2.25,142.2
CASTROLIND,2018-04-25,2.5,144.5
CASTROLIND,2018-08-09,2.25,116.9
CASTROLIND,2019-05-09,2.75,111.74
CASTROLIND,2019-08-08,2.5,91.5
CASTROLIND,2020-06-26,3.0,102.16
CASTROLIND,2020-11-05,2.5,90.31
CASTROLIND,2021-04-22,3.0,99.62
CASTROLIND,2021-08-11,2.5,115.86
CASTROLIND,2022-06-02,3.0,93.51
CASTROLIND,2022-08-08,3.0,102.4
CASTROLIND,2023-05-04,3.5,110.78
CASTROLIND,2023-08-08,3.0,139.11
CASTROLIND,2024-03-21,4.5,186.8
CASTROLIND,2024-08-07,3.5,250.43
CASTROLIND,2025-03-18,5.0,236.02
CCL,2016-03-17,1.5,177.19
CCL,2016-09-16,1.0,238.6
CCL,2017-07-04,2.5,274.73
CCL,2018-07-06,2.5,248.22
CCL,2019-04-02,1.75,274.88
CCL,2019-08-01,1.75,232.52
CCL,2020-02-06,2.0,227.51
CCL,2020-03-06,1.5,219.41
CCL,2020-10-28,2.0,237.99
CCL,2021-08-18,2.0,378.88
CCL,2022-01-31,3.0,460.25
CCL,2022-08-25,2.0,466.33
CCL,2023-01-31,3.0,537.22
CCL,2023-08-11,2.5,601.02
CCL,2024-02-15,2.5,656.82
CCL,2024-09-13,2.0,729.55
CDSL,2018-08-09,1.75,125.09
CDSL,2019-09-06,2.0,91.62
CDSL,2020-09-07,2.25,222.7
CDSL,2021-09-13,4.5,666.51
CDSL,2022-09-07,7.5,685.64
CDSL,2023-08-25,8.0,565.13
CDSL,2024-07-16,9.5,1191.53
CEATLTD,2016-03-22,11.5,1013.89
CEATLTD,2017-07-28,11.5,1722.38
CEATLTD,2018-07-10,11.5,1231.28
CEATLTD,2019-07-18,12.0,840.03
CEATLTD,2020-03-19,12.0,693.69
CEATLTD,2021-08-27,18.0,1259.72
CEATLTD,2022-06-10,3.0,958.12
CEATLTD,2023-06-20,12.0,2030.07
CEATLTD,2024-08-09,30.0,2784.3
CENTRALBK,2025-07-04,0.19,39.27
CENTRALBK,2025-07-25,0.2,36.87
CENTURYPLY,2015-08-19,1.25,181.47
CENTURYPLY,2016-03-15,1.0,161.4
CENTURYPLY,2017-08-01,1.0,273.19
CENTURYPLY,2018-09-06,1.0,206.08
CENTURYPLY,2019-08-27,1.0,132.72
CENTURYPLY,2020-02-18,1.0,151.64
CENTURYPLY,2021-08-31,1.0,400.55
CENTURYPLY,2022-09-13,1.5,695.66
CENTURYPLY,2023-09-20,1.0,662.02
CENTURYPLY,2024-09-17,1.0,885.05
CERA,2016-07-14,9.0,2353.05
CERA,2017-07-10,12.0,2880.86
CERA,2018-08-14,12.0,2678.27
CERA,2019-07-12,13.0,2775.08
CERA,2020-02-26,13.0,2370.85
CERA,2021-07-16,13.0,4369.33
CERA,2022-06-13,20.0,3927.83
CERA,2023-06-20,50.0,7908.18
CERA,2024-06-25,60.0,8916.89
CERA,2025-07-01,65.0,6788.5
CESC,2016-03-17,1.0,30.24
CESC,2017-02-23,1.0,56.57
CESC,2018-03-08,1.2,65.95
CESC,2019-02-14,1.75,52.06
CESC,2020-02-18,2.0,54.05
CESC,2021-01-22,4.5,55.75
CESC,2022-01-24,4.5,75.28
CESC,2023-02-24,4.5,67.89
CESC,2024-02-01,4.5,136.01
CESC,2025-01-16,4.5,150.78
CGCL,2016-07-14,0.07,25.03
CGCL,2017-07-05,0.07,55.92
CGCL,2018-07-19,0.07,73.06
CGCL,2019-07-25,0.09,148.71
CGCL,2020-07-23,0.05,146.72
CGCL,2021-09-07,0.09,479.51
CGCL,2022-09-15,0.12,684.58
CGCL,2023-08-23,0.12,782.9
CGCL,2024-09-09,0.15,213.82
CGPOWER,2023-03-15,1.5,290.77
CGPOWER,2024-02-05,1.3,438.78
CGPOWER,2025-03-21,1.3,641.25
CHAMBLFERT,2015-08-28,1.9,49.04
CHAMBLFERT,2016-09-01,1.9,54.14
CHAMBLFERT,2017-08-24,1.9,122.16
CHAMBLFERT,2018-08-24,1.9,126.82
CHAMBLFERT,2019-09-06,2.0,137.15
CHAMBLFERT,2020-03-12,4.0,112.26
CHAMBLFERT,2020-11-12,3.0,156.55
CHAMBLFERT,2021-08-23,4.5,296.57
CHAMBLFERT,2022-02-04,4.5,371.25
CHAMBLFERT,2022-08-19,3.0,319.8
CHAMBLFERT,2023-02-16,4.5,287.5
CHAMBLFERT,2023-08-21,3.0,252.92
CHAMBLFERT,2023-11-15,4.5,299.75
CHAMBLFERT,2024-08-05,3.0,492.54
CHAMBLFERT,2024-11-19,5.0,463.5
CHENNPETRO,2016-08-30,4.0,227.39
CHENNPETRO,2017-08-14,21.0,314.48
CHENNPETRO,2018-08-14,18.5,272.19
CHENNPETRO,2022-08-08,2.0,234.0
CHENNPETRO,2023-08-04,27.0,365.0
CHENNPETRO,2024-07-19,55.0,1028.16
CHENNPETRO,2025-08-01,5.0,656.5
CHOLAFIN,2016-02-09,0.5,132.18
CHOLAFIN,2016-07-21,0.4,193.98
CHOLAFIN,2017-02-06,0.7,202.51
CHOLAFIN,2017-07-19,0.4,223.45
CHOLAFIN,2018-02-09,0.9,258.14
CHOLAFIN,2018-07-18,0.4,299.1
CHOLAFIN,2019-02-08,0.9,240.89
CHOLAFIN,2019-07-22,0.4,250.4
CHOLAFIN,2019-12-23,1.0,299.36
CHOLAFIN,2020-03-04,0.7,291.94
CHOLAFIN,2021-02-09,1.3,454.66
CHOLAFIN,2021-07-22,0.7,490.71
CHOLAFIN,2022-02-10,1.3,686.42
CHOLAFIN,2022-07-21,0.7,682.41
CHOLAFIN,2023-02-10,1.3,774.75
CHOLAFIN,2023-07-25,0.7,1124.02
CHOLAFIN,2024-02-07,1.3,1157.63
CHOLAFIN,2024-07-19,0.7,1424.72
CHOLAFIN,2025-02-07,1.3,1379.53
CHOLAFIN,2025-07-24,0.7,1551.4
CHOLAHLDNG,2016-02-15,1.5,250.6
CHOLAHLDNG,2017-02-17,1.25,396.73
CHOLAHLDNG,2018-02-15,0.6,658.84
CHOLAHLDNG,2018-07-23,0.65,615.41
CHOLAHLDNG,2019-02-14,0.6,417.61
CHOLAHLDNG,2019-07-24,0.65,487.59
CHOLAHLDNG,2020-03-05,0.65,498.63
CHOLAHLDNG,2021-07-27,0.55,644.49
CHOLAHLDNG,2022-08-02,0.55,646.79
CHOLAHLDNG,2023-08-03,0.55,926.58
CHOLAHLDNG,2024-08-02,0.55,1537.09
CHOLAHLDNG,2025-08-01,1.3,1828.4
CIPLA,2015-08-11,2.0,676.69
CIPLA,2016-09-12,2.0,538.26
CIPLA,2017-07-26,2.0,545.24
CIPLA,2018-08-13,3.0,598.21
CIPLA,2019-07-31,3.0,499.02
CIPLA,2020-03-19,3.0,361.63
CIPLA,2021-08-09,5.0,891.51
CIPLA,2022-08-08,5.0,1003.98
CIPLA,2023-07-21,8.5,1031.2
CIPLA,2024-08-02,13.0,1515.67
CIPLA,2025-06-27,13.0,1502.4
CLEAN,2022-07-29,3.25,1673.21
CLEAN,2023-02-10,2.0,1479.39
CLEAN,2023-08-03,3.0,1291.47
CLEAN,2024-02-12,2.0,1390.58
CLEAN,2024-08-29,3.0,1474.53
CLEAN,2025-02-07,2.0,1465.0
COALINDIA,2016-03-14,27.4,147.15
COALINDIA,2017-03-14,18.75,155.5
COALINDIA,2018-03-16,16.5,155.35
COALINDIA,2018-12-28,7.25,139.34
COALINDIA,2019-03-22,5.85,136.76
COALINDIA,2020-03-19,12.0,79.42
COALINDIA,2020-11-19,7.5,83.33
COALINDIA,2021-03-15,5.0,103.74
COALINDIA,2021-09-02,3.5,102.48
COALINDIA,2021-12-06,9.0,113.93
COALINDIA,2022-02-21,5.0,127.44
COALINDIA,2022-08-11,3.0,175.21
COALINDIA,2022-11-15,15.0,198.1
COALINDIA,2023-02-08,5.25,188.39
COALINDIA,2023-08-18,4.0,202.32
COALINDIA,2023-11-21,15.25,310.91
COALINDIA,2024-02-20,5.25,420.17
COALINDIA,2024-08-16,5.0,486.91
COALINDIA,2024-11-05,15.75,428.57
COALINDIA,2025-01-31,5.6,395.9
COCHINSHIP,2018-08-06,6.0,179.53
COCHINSHIP,2019-08-05,6.5,145.28
COCHINSHIP,2019-11-21,0.82,172.75
COCHINSHIP,2020-09-21,7.5,143.56
COCHINSHIP,2021-01-13,4.5,169.46
COCHINSHIP,2021-02-23,2.0,171.81
COCHINSHIP,2021-09-21,1.25,165.04
COCHINSHIP,2021-11-23,3.0,165.46
COCHINSHIP,2022-02-21,3.5,145.54
COCHINSHIP,2022-09-21,1.88,203.85
COCHINSHIP,2022-11-21,3.5,295.2
COCHINSHIP,2023-02-22,3.5,230.03
COCHINSHIP,2023-09-21,1.5,509.99
COCHINSHIP,2023-11-20,4.0,538.57
COCHINSHIP,2024-02-12,3.5,799.83
COCHINSHIP,2024-09-23,2.25,1769.85
COCHINSHIP,2024-11-19,4.0,1356.91
COCHINSHIP,2025-02-12,3.5,1299.75
COFORGE,2016-07-22,2.0,82.67
COFORGE,2017-09-14,2.5,90.47
COFORGE,2018-09-12,3.0,244.42
COFORGE,2019-11-04,2.0,295.41
COFORGE,2020-02-07,2.0,352.94
COFORGE,2020-05-14,2.2,253.77
COFORGE,2021-05-18,2.6,649.52
COFORGE,2021-08-09,2.6,911.29
COFORGE,2021-11-03,2.6,964.15
COFORGE,2022-02-07,2.6,889.31
COFORGE,2022-05-23,2.6,738.06
COFORGE,2022-08-03,2.6,743.67
COFORGE,2022-11-03,2.6,731.76
COFORGE,2023-02-03,3.8,834.5
COFORGE,2023-05-10,3.8,802.71
COFORGE,2023-08-03,3.8,930.93
COFORGE,2023-11-02,3.8,991.56
COFORGE,2024-02-05,3.8,1252.13
COFORGE,2024-05-15,3.8,911.47
COFORGE,2024-08-02,3.8,1204.47
COFORGE,2024-10-11,3.8,1465.95
COFORGE,2025-01-30,3.8,1657.59
COFORGE,2025-05-09,3.8,1532.69
COFORGE,2025-07-31,4.0,1748.2
COLPAL,2015-11-05,4.0,776.06
COLPAL,2015-12-10,3.0,810.21
COLPAL,2016-04-06,3.0,688.66
COLPAL,2016-11-08,4.0,818.07
COLPAL,2016-12-15,3.0,762.78
COLPAL,2017-04-10,3.0,853.63
COLPAL,2017-10-25,4.0,876.03
COLPAL,2017-12-18,4.0,913.96
COLPAL,2018-03-20,5.0,885.88
COLPAL,2018-05-29,11.0,1066.38
COLPAL,2018-11-05,8.0,959.68
COLPAL,2019-04-05,7.0,1067.56
COLPAL,2019-06-04,8.0,1006.77
COLPAL,2019-11-05,12.0,1344.36
COLPAL,2020-06-01,16.0,1233.77
COLPAL,2020-10-29,18.0,1377.88
COLPAL,2021-03-30,20.0,1421.43
COLPAL,2021-11-01,19.0,1415.47
COLPAL,2022-05-05,21.0,1475.37
COLPAL,2022-10-31,18.0,1549.49
COLPAL,2023-05-19,21.0,1547.52
COLPAL,2023-11-06,22.0,2056.82
COLPAL,2024-05-22,26.0,2656.56
COLPAL,2024-11-04,24.0,2952.53
COLPAL,2025-05-28,27.0,2506.8
CONCOR,2015-08-27,1.73,424.9
CONCOR,2016-02-05,2.56,323.46
CONCOR,2016-09-02,1.41,395.47
CONCOR,2017-02-22,2.46,351.85
CONCOR,2017-09-12,2.4,508.76
CONCOR,2018-02-06,3.07,475.55
CONCOR,2018-09-11,3.0,465.96
CONCOR,2019-08-19,6.84,434.0
CONCOR,2020-02-18,0.75,500.32
CONCOR,2020-09-21,2.28,355.76
CONCOR,2020-11-18,2.4,385.94
CONCOR,2021-09-21,2.0,666.75
CONCOR,2021-11-02,3.2,636.91
CONCOR,2022-02-02,1.6,634.26
CONCOR,2022-08-17,1.6,675.59
CONCOR,2022-09-20,3.0,715.64
CONCOR,2022-11-22,3.0,709.17
CONCOR,2023-02-06,3.2,597.67
CONCOR,2023-08-18,2.0,636.98
CONCOR,2023-09-18,1.6,717.29
CONCOR,2023-11-16,2.4,735.27
CONCOR,2024-02-07,4.0,906.26
CONCOR,2024-08-16,2.0,963.69
CONCOR,2024-09-17,2.0,932.38
CONCOR,2024-11-14,2.6,777.59
CONCOR,2025-02-06,4.25,582.42
CONCOR,2025-06-06,2.0,647.6
CONCORDBIO,2024-06-21,8.75,1559.65
COROMANDEL,2016-07-14,4.0,218.99
COROMANDEL,2017-07-13,5.0,381.03
COROMANDEL,2018-03-22,3.0,474.79
COROMANDEL,2018-07-19,3.5,359.68
COROMANDEL,2019-01-31,3.0,417.14
COROMANDEL,2019-07-10,3.5,367.2
COROMANDEL,2020-07-16,12.0,734.45
COROMANDEL,2021-02-10,6.0,736.01
COROMANDEL,2021-07-15,6.0,845.98
COROMANDEL,2022-02-14,6.0,740.06
COROMANDEL,2022-07-14,6.0,947.93
COROMANDEL,2023-02-17,6.0,891.75
COROMANDEL,2023-07-14,6.0,935.25
COROMANDEL,2024-07-26,6.0,1615.42
COROMANDEL,2025-02-05,6.0,1879.35
COROMANDEL,2025-07-17,6.0,2346.7
CRAFTSMAN,2022-06-09,3.75,2351.69
CRAFTSMAN,2023-06-19,11.25,4027.28
CRAFTSMAN,2024-05-17,11.25,4433.46
CRAFTSMAN,2025-07-14,5.0,5955.0
CREDITACC,2024-07-26,10.0,1311.95
CRISIL,2015-10-21,5.0,1744.08
CRISIL,2016-03-08,7.0,1554.24
CRISIL,2016-04-28,5.0,1710.82
CRISIL,2016-07-28,6.0,1757.62
CRISIL,2016-10-21,7.0,1948.38
CRISIL,2017-03-21,9.0,1654.87
CRISIL,2017-05-03,6.0,1680.24
CRISIL,2017-07-27,6.0,1669.56
CRISIL,2017-10-31,6.0,1589.98
CRISIL,2018-03-27,10.0,1677.06
CRISIL,2018-05-03,6.0,1616.42
CRISIL,2018-07-27,6.0,1609.81
CRISIL,2018-10-29,7.0,1258.67
CRISIL,2019-03-28,11.0,1310.82
CRISIL,2019-05-06,6.0,1304.25
CRISIL,2019-08-06,6.0,1073.51
CRISIL,2019-11-21,7.0,1390.89
CRISIL,2020-03-31,13.0,1163.38
CRISIL,2020-05-04,6.0,1335.7
CRISIL,2020-08-04,6.0,1632.65
CRISIL,2020-11-02,7.0,1922.71
CRISIL,2021-03-30,14.0,1784.39
CRISIL,2021-05-05,7.0,1791.26
CRISIL,2021-08-03,8.0,2869.08
CRISIL,2021-11-24,9.0,3066.55
CRISIL,2022-03-30,15.0,3242.84
CRISIL,2022-05-06,7.0,3081.12
CRISIL,2022-08-04,8.0,3064.88
CRISIL,2022-11-04,10.0,2820.42
CRISIL,2023-03-31,23.0,3129.4
CRISIL,2023-05-04,7.0,3500.82
CRISIL,2023-08-02,8.0,3780.7
CRISIL,2023-11-22,11.0,4236.03
CRISIL,2024-03-28,28.0,4988.18
CRISIL,2024-05-03,7.0,4304.81
CRISIL,2024-07-31,8.0,4328.48
CRISIL,2024-10-30,15.0,5321.29
CRISIL,2025-04-11,26.0,4201.76
CRISIL,2025-05-07,8.0,4692.77
CRISIL,2025-07-28,9.0,5367.5
CROMPTON,2017-07-20,1.5,192.82
CROMPTON,2018-07-19,1.75,217.69
CROMPTON,2019-07-18,2.0,221.92
CROMPTON,2020-11-03,3.0,285.84
CROMPTON,2021-07-08,2.5,426.98
CROMPTON,2022-07-07,2.5,357.81
CROMPTON,2023-07-07,3.0,281.49
CROMPTON,2024-07-10,3.0,419.32
CROMPTON,2025-07-24,3.0,334.15
CUB,2015-08-14,0.91,78.49
CUB,2016-03-18,0.83,70.33
CUB,2016-08-11,0.17,102.45
CUB,2017-08-14,0.27,136.31
CUB,2018-08-23,0.3,177.99
CUB,2019-08-20,0.5,193.34
